#Activity	walking running walking standing 
#ActivityID	1 2 1 8 
#Date 08-22-18-45
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-9224	-8636	12616	372	45	134	-14208	2464	-9128	-481	1239	-253	-11104	-2704	-11072	-2557	1798	207	-5512	16144	17720	1596	4479	-3719	-23168	1320	-11568	-1903	3757	-1486	-27896	10256	-10280	1537	-1716	963	139	122	1
-6988	-7576	11908	190	59	61	-16728	-480	-6408	-2906	595	-328	-19016	-4888	-8320	-1607	1837	-357	-14896	32767	32767	105	352	-2164	-16832	6296	-22424	-3021	2374	-1059	-27800	4648	-4968	-648	-2794	1190	128	127	1
-7216	-6636	12748	63	71	40	-19136	-1528	-4856	-3957	241	-474	-17416	0	-1664	-597	1638	81	8048	15696	18328	-2903	-1795	-898	-20928	-2272	-176	-376	1271	-779	-32184	888	-6504	-1832	-3254	1059	119	126	1
-7624	-7864	12256	-128	161	13	-16880	-11112	-2432	-2886	139	-609	-17672	40	-2640	-775	1531	664	5480	7088	12128	-1501	-2620	-1003	-13944	-1368	-5792	234	-322	-162	-24384	1512	-6528	-1717	-2914	1488	3	131	1
-7512	-8432	11436	-212	187	29	-13448	-14656	-1144	343	550	-370	-17320	-4520	-3320	-612	1411	1182	7512	15968	7920	-1235	-3147	-108	-6664	-696	-6144	867	-1041	-378	-21432	-624	-5464	-769	-2939	1668	159	129	1
-7420	-8812	11052	-130	164	45	-12040	-10464	-2600	2723	918	123	-13816	-6256	-2744	30	1371	1159	6472	11192	6496	-1696	-3102	1001	-6280	-3408	-5256	1828	-1686	-216	-18352	-208	-6144	374	-2594	1279	134	126	1
-7784	-9488	10288	108	99	120	-15680	-1672	-2376	2434	846	180	-13600	-5280	-2520	549	1405	810	6016	9904	6472	-1608	-3091	1179	-8992	1112	-6936	1821	-2626	63	-18648	2040	-6624	631	-2352	1349	131	129	1
-7648	-7892	11768	178	51	142	-18648	3016	-1992	-76	458	-198	-16128	-544	216	835	1514	641	1016	12296	8864	-246	-3154	2662	-8816	2704	-6920	1175	-3499	204	-16608	2544	-7384	12	-2182	1281	125	126	1
-7720	-7420	12028	36	128	103	-15744	-2120	-720	-1908	263	-291	-15800	880	1728	810	1655	715	-2056	11712	10952	-106	-3568	3077	-7584	3296	-7616	447	-4220	452	-14928	2344	-7968	-757	-2132	915	122	126	1
-7980	-8232	11500	-23	160	90	-14504	-7912	784	-1919	423	-205	-14576	-2256	4080	-65	2085	738	-5000	11208	12432	277	-4201	3178	-7464	3424	-7624	325	-4306	494	-14712	2472	-8200	-907	-2104	844	123	122	1
-8080	-7940	11240	13	128	106	-12568	-10456	608	-736	692	-85	-15856	-4400	3200	-736	2252	599	-6688	14080	12760	394	-4797	3049	-10104	1648	-8560	-502	-5034	770	-10392	688	-8200	-1896	-1723	745	124	128	1
-7864	-6228	10940	-60	70	-106	3032	-7744	-18032	-613	621	2133	-18280	-5008	-304	-306	1858	244	-8512	14096	15344	462	-5074	2943	-11568	536	-10696	-796	-5484	930	-8904	-1192	-7696	-1977	-1439	589	123	124	1
-6968	-9176	10764	162	-11	252	-14928	-2792	-4912	-141	1545	-1144	-17752	-2992	-2888	3	1269	130	-10688	15296	14896	944	-5282	2841	-14448	-224	-9440	-652	-5781	958	-8344	-1896	-8304	-2083	-1210	396	123	125	1
-8496	-7708	12048	110	66	166	-15728	-5288	-3040	276	1375	186	-15672	-2400	-3688	-231	1205	228	-11304	20200	15528	876	-5016	2969	-15568	-2592	-10360	-316	-5940	1120	-7416	-4008	-8136	-2202	-1206	212	124	127	1
-7612	-7852	12064	60	107	209	-16880	-3320	-4264	-231	1140	-44	-15816	-904	-4464	-574	1368	479	-12760	21912	19944	1076	-4392	3509	-18352	-1776	-12376	122	-6092	1293	-6824	-5952	-7160	-1909	-1115	-35	124	125	1
-7700	-7468	12588	-64	223	230	-15984	-4040	-3672	-647	977	11	-15328	1024	-4816	-360	1388	547	-17216	28120	23184	1074	-3862	4364	-25448	240	-15552	334	-6248	1684	-7480	-5944	-2528	-1393	-855	-255	125	126	1
-7380	-8632	12892	-217	409	312	-15424	-5488	-3208	-717	977	-21	-15872	672	-3808	-268	1124	414	-25352	21000	25368	1513	-3095	5075	-27024	4360	-15336	-269	-6186	1681	-8424	-992	4864	-731	-551	-42	121	125	1
-8308	-7464	12632	-230	675	441	-16464	-5120	-2600	-684	1024	-135	-18088	-1216	-1680	-411	982	203	-32768	17832	24840	1818	-2712	4543	-25984	6888	-17648	-1230	-5423	1119	-12256	9048	10528	637	-64	780	127	127	1
-8580	-8048	12376	-202	866	513	-16032	-5832	-2208	-583	1196	-15	-17288	-3560	120	-680	1047	160	-32768	14688	14936	348	-2726	3298	-21096	5344	-19456	-2266	-4035	690	-21432	11328	18984	1476	243	1264	125	125	1
-8616	-8164	12692	-55	1147	571	-16568	-5736	-1744	-472	1441	60	-17352	-4920	-240	-639	1105	174	-32768	-3528	5800	369	-2073	1607	-15320	-776	-24248	-2483	-2305	367	-18944	10600	25296	2117	60	612	120	124	1
-8828	-7832	12780	-61	1487	704	-18032	-4848	-3696	-307	1675	166	-17456	-3536	-1288	-333	1002	215	-32768	-2144	912	1332	-1584	-315	-9808	-5112	-23328	585	-803	592	-18064	14640	20920	858	284	662	109	124	1
-8908	-7736	13060	-105	1911	782	-17528	-4808	-3216	-324	1830	240	-17256	-2608	-800	-260	923	373	-32768	-1232	1880	454	-354	-1368	-4800	-1448	-19504	2637	1309	878	-14840	8584	12416	631	9	332	116	123	1
-9044	-8556	12604	-195	2337	952	-17648	-4736	-2448	-296	1990	299	-18352	-1792	8	-368	655	362	-32768	5120	5568	-464	887	-1684	-9488	232	-17984	2941	2774	196	-12320	6240	4312	319	395	104	135	123	1
-9232	-8532	12352	-249	2703	1204	-17808	-3304	-2080	-490	2176	299	-18560	-1672	1984	-459	299	342	4800	23816	15696	-3592	4059	-2699	-20304	13608	2376	3901	3262	-177	-6800	7944	2472	786	-82	-130	158	124	1
-9576	-8068	12936	-428	3147	1471	-18224	-2952	-2552	-947	2327	340	-18840	-3528	3984	-662	-176	273	-1928	-13360	22512	-522	3864	-1632	-32768	-3576	15992	-589	666	61	-15184	21344	-8184	1240	1939	-551	134	125	1
-10136	-9624	13544	-330	3955	1770	-23800	-5600	-1072	-1260	2467	605	-22264	-7496	7408	-711	-678	-112	-23816	13072	32767	-428	3151	-1629	-11760	2616	-15720	-6081	1316	-429	-25224	14184	15096	-2101	1471	608	136	121	1
-13104	-13612	12316	-626	4951	2564	-29056	-3704	5640	-1687	2544	635	-23680	-6328	11016	-1008	-2075	-326	-8536	17016	18384	-473	1797	-1674	-22008	-2280	-9712	-5192	3751	-1660	-14832	-13304	-5352	-4926	1814	-1146	140	121	1
-19160	-16632	13580	-204	5531	3630	-25648	-4080	1296	-2594	2696	449	-21688	2632	13192	-791	-2252	386	-3240	9168	15840	-556	1525	-706	-22176	-1360	-7360	-4588	2250	-217	-19816	-16496	-5160	-3233	586	592	128	121	1
-26856	-14248	17908	1000	5234	4455	-24088	-11256	-760	-2806	2950	346	-20344	2752	1088	-848	-1589	265	-8664	10384	17432	-382	1028	-1075	-12816	-7128	-10776	-2855	1654	-58	-8696	-4944	48	988	1400	-433	121	122	1
-20288	-21592	21720	1082	4955	4409	-21600	-11928	304	-2148	3074	618	-20888	-2800	-9656	-1890	-1155	-578	-1648	11856	14560	-523	360	-373	-16136	-7800	-9080	841	1341	466	-17808	3016	-9800	1907	1824	140	122	127	1
-20496	-10704	23404	-815	4656	3155	-20168	-5208	-10344	506	3190	822	-25384	-2728	-9408	-1077	-1727	-1321	-4984	12832	13504	-336	121	-203	-21928	-1000	-8552	3355	1395	667	-18232	6568	-6272	2861	1834	830	121	127	1
-32768	-32768	32767	-1024	1812	2064	-17584	-1136	-18280	790	2305	1056	-26784	2328	-6400	252	-2553	-1400	-3816	9504	14496	-299	23	-118	-18472	4600	-5208	3804	971	605	-15896	7664	-1192	2022	1383	396	129	128	1
-5408	-22004	23752	1566	-2071	395	-17632	-1816	-2864	-748	833	308	-27144	3136	-7456	881	-2857	-1189	-2784	9064	14392	-169	21	-93	-15152	5696	-2472	2278	683	433	-16024	5952	-64	952	1357	-276	125	129	1
1880	-6868	14920	270	-2723	114	-13520	-1936	-4136	-375	-243	106	-23616	3216	-6528	597	-2572	-1297	-2864	9520	13544	-2	40	-99	-15152	6120	-2056	298	617	254	-16288	5080	-712	316	1189	-854	125	128	1
-148	-13320	11584	-236	-3278	-363	-10512	-2168	-5960	74	-959	-15	-19640	2752	-6016	-85	-2305	-1062	-2336	9840	12888	43	60	-116	-15072	5176	-1672	-1359	840	-5	-14056	4064	1112	-15	1103	-833	126	129	1
-4	-11048	10368	209	-3682	-891	-7816	1184	-5704	-29	-1737	-276	-18856	848	-5608	-561	-2181	-887	-2608	9984	12984	-2	31	-159	-16920	3208	-2936	-1970	911	-125	-14776	4704	1984	17	1145	-622	128	130	1
-2724	-7868	11048	-332	-3691	-1516	-7680	1464	-5560	-82	-1871	-286	-17688	-1224	-5472	-70	-2123	-1006	-2600	9960	13136	-101	22	-206	-17688	-176	-3136	-1269	701	2	-15480	4240	1648	140	1312	-337	116	134	1
-6712	-9388	11708	-752	-3903	-2103	-10144	-320	-7320	-14	-3219	-210	-16336	-336	-5304	781	-2161	-1030	-2264	9920	12432	-204	70	-239	-16000	-1520	-3160	224	594	142	-15216	3368	976	512	1286	-277	131	137	1
-6908	-6888	11292	-888	-4154	-2343	-11408	48	-6384	170	-3732	-341	-15664	1224	-5728	1503	-2141	-916	-2976	10232	13064	-280	122	-230	-15312	1280	-3368	1253	600	306	-13832	3960	208	634	1239	-299	153	137	1
-8768	-6828	11892	-1214	-4189	-2418	-11976	-136	-7288	510	-4095	-479	-13896	3504	-5904	1675	-2128	-754	-3960	9768	13744	-208	126	-194	-16152	4192	-2312	1181	543	247	-14368	4032	520	719	1260	-356	113	137	1
-11084	-9100	14084	-1194	-4244	-2578	-13112	-192	-9192	753	-4468	-542	-12176	4400	-5640	1279	-2087	-494	-2032	10992	13480	-183	171	-175	-15632	6032	-1512	262	661	122	-15424	4512	672	468	1277	-623	121	133	1
-13692	-9280	15580	-1333	-4346	-2884	-14256	-176	-8976	646	-4911	-489	-10832	2768	-6032	990	-1923	-318	-3192	9288	13336	-85	125	-138	-15840	4856	-1536	-710	843	-68	-15768	5968	848	241	1286	-705	124	137	1
-15320	-11028	15160	-1293	-4348	-3071	-14936	-144	-9096	554	-5212	-619	-9520	1568	-5696	950	-1722	-222	-3360	9608	13392	-84	121	-140	-16128	2592	-3048	-900	951	-65	-15904	6944	768	-68	1629	-629	126	137	1
-16356	-12064	15448	-1125	-4139	-3227	-16552	-912	-9768	708	-5410	-772	-8320	2960	-5264	1153	-1510	-73	-3864	9184	13704	-76	132	-152	-16416	1872	-4000	-549	968	-39	-15384	6392	-256	-44	1928	-599	126	134	1
-17580	-13032	16236	-1154	-3688	-3395	-18072	-2368	-9352	1032	-5560	-878	-7048	4464	-4696	1244	-1225	112	-2960	9680	13760	-73	161	-172	-16488	1800	-4712	-100	938	16	-15320	4672	-3056	-84	2098	-494	127	135	1
-21576	-15828	17640	-1087	-3200	-3848	-19912	-3496	-11200	1820	-5530	-882	-7144	5840	-2048	1123	-954	266	-3360	9296	13800	-53	216	-231	-16408	1680	-5944	234	871	106	-16296	1824	-4312	-278	1973	-518	127	133	1
-26040	-11908	17868	-851	-2445	-4251	-22984	-5192	-11800	2411	-5381	-660	-9360	3160	3120	372	-744	197	-3104	8704	13968	47	264	-267	-16768	1576	-5304	403	872	98	-17056	1560	-3336	-276	1710	-609	127	134	1
-32768	-5520	17756	-1268	-1773	-4241	-23776	-5872	-14960	2287	-4867	-132	-12408	-4080	7816	-1274	-612	-334	-3232	9672	14024	168	301	-316	-16384	2840	-3040	519	917	96	-16624	3488	-232	-1	1577	-603	124	135	1
-32768	-6108	10244	-582	-2135	-3693	-18928	-3048	-15904	1140	-3887	-72	-16976	-8768	13968	-1449	-359	-1048	-1704	10904	14520	154	501	-496	-16128	5024	-2048	381	1075	69	-16248	5408	2640	219	1333	-374	121	139	1
-32768	11140	-16	-210	-2065	-2158	-13624	-4520	-18280	152	-2833	-279	-18840	-8792	18400	-1122	-78	-1040	-3376	9888	14536	300	786	-636	-18112	2648	-2608	313	1365	0	-17968	5104	2968	370	1282	-24	125	138	1
-32768	15040	-7668	-1315	-1819	-273	-9520	-3000	-19544	-1192	-1528	-546	-18336	-8744	13912	-558	-154	-553	-4008	9392	15544	445	1065	-737	-19208	1952	-3888	552	1633	-87	-18456	4560	1552	795	1180	-76	123	139	1
-32768	12584	-9324	-879	-1122	1168	-8632	-4424	-18272	-1866	106	-622	-16840	-6768	8584	-868	-219	117	-4088	11216	15752	344	1528	-901	-19696	2904	-4000	560	1787	-164	-18792	4944	696	1254	1042	-243	121	136	1
-32768	4816	-6404	345	-89	1668	-8696	-4504	-17936	-1811	368	-534	-13864	-7104	3776	-735	132	23	-4120	9808	15400	416	1952	-1083	-19312	1992	-4496	481	1997	-277	-17968	6232	1776	1117	809	-322	120	122	1
-27272	8260	-2540	193	1137	1971	-12696	-7688	-15056	-1342	2537	178	-7672	-6864	328	-643	-296	-431	-4232	10904	15352	569	2382	-1326	-18864	1544	-4048	494	2262	-389	-17456	8288	3024	1038	490	-308	127	137	1
27492	-15592	22128	1317	4168	2188	-32768	6360	32767	-1116	860	-218	-16608	-5272	-7032	-1430	1236	364	-3568	12632	17816	703	2945	-1657	-22384	4256	-3344	470	2497	-551	-20720	11536	4944	919	126	-176	125	118	1
-27784	-5108	20216	1005	3508	1753	-22008	-14808	-11680	2077	2268	17	-29736	-5664	15000	1747	599	583	-3312	14136	17608	1235	3515	-2341	-28320	856	-2000	360	2654	-638	-24616	13064	10640	682	-953	47	128	122	1
-19716	-4832	20376	369	2788	1514	-11216	8528	-9496	3189	2845	389	-16288	3528	-576	3593	1771	813	-2816	17488	17472	1252	4243	-3184	-31104	-4080	4168	1445	2934	-699	-24872	6232	16536	167	-1914	-116	129	130	1
-32768	-26940	27876	718	1223	1259	-17040	-5536	-13312	2444	2707	218	-18048	10024	112	2175	1159	-253	-5560	18656	19696	1361	5181	-4295	-31056	-4448	4136	2630	3072	-545	-20560	-6072	14592	-1209	-1971	-466	130	125	1
-11120	-7680	16488	821	262	434	-22288	-3280	-9912	2223	1936	-614	-14104	9880	-8832	-872	1853	-64	-13552	23472	22352	-126	5788	-5019	-31840	8320	616	2873	3191	-578	-23064	-3784	8376	81	-2183	-502	132	125	1
-11908	-10800	11640	548	103	244	-17656	1952	-8272	980	1454	-419	-15272	-2264	-7832	-1782	1940	284	-23688	18712	29576	-275	5642	-4507	-23808	9520	-4424	833	3616	-963	-21648	5256	-7776	2398	-1490	-22	123	122	1
-8580	-7900	12364	310	62	105	-15112	976	-6896	-1290	952	-445	-17624	-5720	-7128	-928	1903	73	-6480	32296	16104	-678	4775	-4048	-22864	6584	-9576	-148	3967	-1481	-26752	7624	-10680	1806	-1776	828	121	124	1
-7768	-7864	12144	154	62	33	-15672	-2440	-4016	-2335	670	-371	-16616	80	-2056	-102	1671	112	-32768	32767	32767	-1050	1995	-2340	-14528	0	-28688	-3376	2550	-781	-26216	4240	-7872	230	-2568	1121	124	122	1
-7504	-7832	12024	34	95	22	-17504	-4656	-2784	-2173	539	-482	-16120	1328	304	-366	1510	328	11656	21104	17040	-1151	-1520	-675	-21264	-3600	1208	-850	1616	-931	-31368	1952	-5336	-1172	-3168	998	122	126	1
-7224	-8136	11936	-65	153	9	-16160	-8056	-1992	-1400	494	-432	-16040	-3576	-688	-777	1398	625	5936	8504	11608	-1392	-1825	-1104	-14336	-2616	-4848	791	-39	-85	-23616	928	-6584	-1598	-2883	1413	120	127	1
-7240	-8720	11248	-130	178	4	-14024	-9744	-648	321	747	-225	-15496	-4800	-1064	-506	1263	780	7800	11600	8808	-813	-2306	-136	-5584	-1280	-4864	553	-712	-93	-21328	-1160	-5072	-788	-2977	1760	117	127	1
-7608	-9168	10724	-68	138	37	-13432	-6904	-1488	1574	1022	16	-14728	-4408	232	-177	1173	640	7968	10104	7224	-1023	-2278	875	-5440	-2920	-3968	1060	-1161	-109	-18952	-80	-5032	133	-2663	1347	173	127	1
-7524	-9132	10524	62	98	81	-15384	-1672	-1672	1004	964	12	-15336	-3440	-16	-74	1235	534	4464	8408	8344	-483	-2231	1722	-9584	-264	-5376	1144	-2032	21	-18112	1360	-5664	533	-2421	1373	136	127	1
-7372	-8868	11068	165	94	115	-17232	-328	-2000	-398	700	-164	-15560	-1824	-352	-19	1322	616	1440	11528	10296	-37	-2465	2488	-10104	1696	-7448	529	-2903	198	-17944	2312	-5912	175	-2447	1335	127	126	1
-7800	-8148	11568	147	101	108	-15568	-3720	-2352	-1173	591	-279	-15128	-744	-592	244	1346	787	-936	10328	11768	79	-3044	3044	-7816	1312	-7536	37	-3745	445	-16816	2576	-6584	-547	-2285	1098	123	126	1
-7768	-8492	11244	101	123	82	-14552	-6952	-1960	-735	697	-191	-14712	-976	-808	469	1514	882	-3040	9120	12664	438	-3712	3148	-7912	1608	-6968	-365	-4230	563	-15224	1456	-6736	-1271	-2221	811	103	124	1
-7928	-8328	11452	82	127	101	-14672	-6120	-1736	113	847	-118	-15176	-1368	-520	411	1749	870	-4928	11128	13232	596	-4368	2887	-9696	1328	-7440	-547	-4664	710	-11368	352	-6944	-1691	-1938	696	139	127	1
-7756	-8380	11724	73	129	113	-15792	-4680	-2480	423	902	-94	-16400	-1712	304	6	2117	727	-6728	11824	15040	535	-4885	2602	-11080	776	-8800	-706	-5165	903	-9472	-872	-6608	-1629	-1758	581	127	124	1
-8828	-8348	11928	73	129	122	-15912	-3856	-3040	221	879	-133	-16208	-800	-1240	-362	2394	592	-9464	12304	17176	987	-5367	2444	-12704	-416	-9984	-647	-5608	995	-8864	-1480	-6400	-1578	-1476	416	127	127	1
-7632	-7952	11432	39	153	129	-15448	-3536	-3280	-240	849	-144	-13880	-1400	-4312	-226	2030	548	-11208	15336	17584	1382	-5730	2332	-14304	-2848	-9672	84	-5859	1090	-8000	-2368	-6936	-1623	-1255	250	125	126	1
-8012	-8304	11472	-10	187	145	-15328	-4728	-3488	-486	799	-122	-17752	-2368	-4528	82	1698	477	-11360	18632	18216	1372	-5511	2552	-15672	-4328	-10728	1107	-6003	1444	-6872	-4768	-6640	-1376	-1008	30	121	125	1
-7376	-8024	12712	-55	226	173	-16256	-5512	-3984	-510	802	-112	-16944	-2144	-4848	207	1523	460	-12472	21856	19816	1520	-4731	3156	-19808	-2584	-12184	1819	-6070	1894	-6856	-5768	-5048	-790	-929	-165	122	125	1
-8112	-8212	12176	-139	296	212	-16312	-4440	-3632	-533	823	-80	-16464	-1176	-3856	38	1394	514	-18680	21048	24600	1755	-3675	3966	-25960	3480	-15080	1425	-6038	2338	-8304	-3640	1272	-155	-888	-181	116	125	1
-7664	-8452	12384	-336	563	318	-16600	-4384	-1832	-622	869	-10	-17744	-1208	-1376	-21	1178	515	-31584	19168	28224	2340	-3090	4500	-25184	8464	-17560	-280	-5731	2066	-8576	-2648	2832	28	-885	-115	127	126	1
-7632	-10668	12312	-168	814	510	-17016	-5016	368	-650	1025	-43	-19784	-1752	2144	78	1071	411	-32768	12504	24768	1683	-3140	3836	-23568	8576	-17224	-2058	-4614	1157	-12968	13760	9072	2388	321	1150	126	125	1
-8200	-8316	12616	-68	1021	648	-16272	-5848	-392	-549	1311	42	-18072	-3328	2880	-117	1086	306	-32768	6096	12248	155	-2781	2502	-18680	-936	-21696	-3248	-3140	415	-19608	12216	17512	2942	529	1158	121	125	1
-8556	-8736	12508	-38	1375	769	-17304	-5352	-1920	-251	1612	131	-17448	-1640	1280	-428	1144	190	-32768	-1840	3264	219	-1815	1111	-13376	-5936	-22768	-1346	-1610	302	-18792	15704	21768	1614	363	748	119	125	1
-8464	-8724	12768	-58	1741	916	-18280	-3496	-3216	-268	1812	182	-17856	720	-176	-712	1114	207	-32768	-5944	2528	1069	-603	-217	-7160	-4240	-23160	1333	12	906	-15776	17616	17776	-95	52	623	116	125	1
-9276	-8436	12476	-92	2144	1030	-17552	-3064	-3424	-491	1929	248	-17336	136	-520	-991	946	264	-32768	-1064	7448	388	545	-904	-6480	24	-19752	2227	1657	701	-14248	10200	9728	-1048	65	198	139	124	1
-9160	-8028	12604	-184	2514	1192	-17336	-3032	-2488	-696	2072	298	-17600	-1288	192	-1081	612	241	-32768	26688	6400	-3312	4440	-2656	-14904	5576	-2896	3008	2947	-140	-12568	6864	17240	-1028	-591	-137	144	125	1
-9720	-8728	12532	-289	2980	1389	-18176	-2760	-2664	-938	2255	339	-18632	-4992	1936	-982	227	265	13648	-6240	22008	-1682	3193	-2530	-32768	7864	24264	2692	1174	-803	-9536	13872	1136	363	2045	-741	134	124	1
-9992	-9776	13292	-130	3750	1728	-23912	-5384	-344	-1110	2421	573	-23872	-9160	4968	-528	-339	-4	-15488	7256	32040	-275	3440	-1877	-13616	9160	-13264	-3975	1499	-129	-26232	12032	12832	-603	1334	84	119	121	1
-11196	-11528	14088	-222	4763	2413	-28696	-5944	4664	-1269	2547	770	-25840	-11744	12088	-464	-1923	-282	-9040	13128	17936	-99	2194	-1736	-16680	-5616	-8176	-3319	3961	-1359	-16464	-17304	-7608	-3873	1654	-1675	145	119	1
-16300	-15804	14272	248	5353	3497	-27352	-5456	6880	-1792	2905	634	-20936	-768	10936	-162	-2448	11	-4056	10328	14672	-97	2099	-1399	-16288	3920	-8296	-3039	2760	-446	-14672	-16008	-5520	-1216	326	190	132	121	1
-21056	-14804	16824	969	5640	4330	-26032	-7944	832	-1553	3220	621	-20912	5256	5240	600	-1903	343	-20304	17424	16888	-1153	131	-476	-11968	8464	-17976	-2833	1947	47	-12712	3760	-2384	2601	938	470	122	124	1
-22196	-17944	22892	1990	5290	4564	-23568	-12544	1408	-1422	3187	737	-20448	-320	-7528	-874	-1403	-393	-6216	5616	14648	-796	171	-326	-21152	-1128	-11296	-1638	1641	179	-18520	11248	-11520	3037	2152	355	117	123	1
-24340	-8800	21864	473	5633	3665	-19384	-5072	-12296	394	3533	873	-24936	-4096	-10432	-845	-1369	-1176	-3368	9760	14328	-599	131	-113	-20968	-4296	-8088	1046	1194	76	-18880	11352	-7192	1446	1941	393	126	126	1
-6320	-25988	25928	-1237	3242	2101	-20200	-352	-15600	927	2763	1324	-28128	672	-9144	116	-2275	-1246	-2432	9584	13992	-405	39	-66	-19624	-3592	-7656	1380	1258	110	-17392	3928	16	-3	1390	19	130	129	1
-14612	-30360	30264	884	-1311	668	-17304	-4000	-10288	20	1341	702	-27312	1568	-7464	810	-2754	-944	-2688	8600	14536	-235	43	-79	-15224	1328	-3656	2701	906	446	-16520	832	1576	-317	1348	-298	125	129	1
-10976	-25776	28532	1125	-1810	563	-14424	-1088	-2136	-753	27	267	-22952	2608	-7392	1280	-2651	-863	-2944	8912	13992	-80	75	-75	-17408	6088	-2904	1844	613	491	-14360	3672	376	-147	1318	-757	124	130	1
-988	-11136	12732	-204	-3673	244	-11568	-2920	-5856	-279	-632	300	-20400	3640	-5832	586	-2565	-1172	-2632	9488	13096	-13	94	-84	-16056	8216	-1824	-377	681	183	-14304	4864	1056	-58	1355	-686	124	129	1
-1348	-14452	9568	321	-4235	-363	-8072	-640	-5560	-439	-1338	-11	-18760	2312	-5496	-337	-2376	-956	-2472	9928	12832	-72	95	-140	-15064	6272	-2176	-2159	938	-180	-15192	4792	1672	106	1316	-561	125	130	1
-644	-10120	7612	371	-4237	-938	-8408	-504	-5024	-639	-2168	19	-18488	1984	-5464	-418	-2328	-940	-2464	10056	13184	-192	89	-173	-16216	1800	-3944	-2388	802	-257	-15840	3872	1720	341	1447	-375	113	133	1
-2712	-9088	7308	-280	-3885	-1494	-9312	-2792	-5992	-136	-2893	47	-16840	-1624	-5624	241	-2213	-1205	-3488	10176	13200	-355	143	-180	-16880	-2176	-4536	-1068	507	25	-15592	2408	1120	683	1390	-278	133	137	1
-5712	-10024	7948	-657	-3629	-2049	-9640	-1752	-6944	623	-3378	-27	-15816	632	-6320	1111	-2190	-1115	-3512	8944	14208	-326	135	-150	-16600	-1872	-4560	693	473	279	-14536	3120	1160	965	1455	-271	135	138	1
-8172	-9716	9856	-812	-3613	-2553	-9688	-880	-8120	925	-3736	-176	-14040	2840	-6640	1438	-2154	-948	-4056	9240	15064	-181	175	-136	-15784	2384	-2688	1479	572	417	-15040	3864	1192	971	1410	-330	116	139	1
-9916	-10088	11324	-939	-3754	-2958	-10704	-1360	-8368	1152	-4116	-295	-11680	4040	-6320	1168	-2106	-728	-3208	9072	13640	-99	176	-119	-15504	6144	-1152	945	711	247	-14800	5000	424	704	1303	-639	108	137	1
-11252	-9360	12792	-1081	-3898	-3186	-12440	-1808	-9184	1183	-4619	-264	-10096	3312	-6488	777	-1912	-443	-3712	9888	13912	-104	172	-115	-15392	6632	-1488	-150	850	65	-14928	6352	1536	410	1341	-747	120	138	1
-13872	-10060	14040	-1286	-4029	-3259	-13152	-1088	-9448	1168	-5088	-342	-9328	2240	-5872	723	-1639	-204	-3752	8784	13904	-117	168	-138	-15584	5192	-2752	-882	936	-46	-15848	8264	1592	168	1630	-737	127	137	1
-15220	-11556	14772	-1238	-4118	-3200	-14584	-632	-9688	982	-5424	-536	-8712	2296	-5976	1030	-1377	1	-3392	9360	14168	-140	197	-177	-16168	2176	-3392	-838	992	-27	-15104	8168	456	133	1959	-690	128	137	1
-16964	-12908	15496	-1254	-3891	-3201	-17032	-1488	-9504	769	-5717	-667	-7640	3656	-6200	1154	-1094	155	-3416	9944	14056	-91	228	-202	-16576	1248	-4848	-257	1043	51	-15640	5616	-840	-177	2016	-499	129	135	1
-20792	-16340	17508	-1147	-3598	-3450	-19264	-3056	-11680	898	-5867	-790	-7216	5896	-4752	1085	-802	309	-4096	8896	14720	-48	301	-268	-16160	1720	-5656	358	1066	123	-15992	2536	-3200	-451	1907	-419	129	133	1
-25204	-13868	18996	-963	-3085	-3831	-22808	-4728	-12944	1275	-5867	-764	-8424	4296	0	583	-638	304	-3200	9176	13912	24	390	-366	-16456	2896	-5360	567	1038	175	-16304	2048	-3048	-306	1855	-505	127	135	1
-32768	-6208	18512	-1773	-2397	-3940	-23936	-5984	-14432	1269	-5494	-484	-10352	-3360	4752	-431	-598	-313	-4400	9080	14432	121	494	-479	-16728	2288	-4808	544	1029	208	-16392	2952	-1464	30	1735	-537	126	135	1
-32768	-8192	12728	-1710	-2313	-3585	-21952	-4896	-15176	370	-4667	-402	-16304	-7336	10088	-805	-484	-1138	-4256	8792	14952	131	517	-482	-16512	3872	-3528	552	1181	131	-15824	4216	1008	265	1595	-439	125	141	1
-32768	4688	2728	-882	-2532	-2646	-14736	-4400	-18112	20	-3472	-722	-20040	-6016	19208	-1033	-470	-1070	-1568	12272	15056	335	780	-767	-17496	5256	-3744	389	1368	96	-17496	4624	1936	505	1469	-200	127	142	1
